"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 23, 2020","23,750.0","23,980.0","23,990.0","23,740.0","61.89K","-1.12%"
"Jan 22, 2020","24,020.0","23,850.0","24,020.0","23,760.0","59.40K","0.67%"
"Jan 21, 2020","23,860.0","24,050.0","24,060.0","23,780.0","47.68K","-0.91%"
"Jan 20, 2020","24,080.0","24,030.0","24,090.0","24,000.0","28.72K","0.21%"
"Jan 17, 2020","24,030.0","23,950.0","24,110.0","23,930.0","47.47K","0.38%"
"Jan 16, 2020","23,940.0","23,930.0","23,970.0","23,870.0","37.59K","0.13%"
"Jan 15, 2020","23,910.0","23,980.0","24,020.0","23,830.0","64.23K","-0.38%"
"Jan 14, 2020","24,000.0","23,800.0","24,030.0","23,670.0","57.14K","0.19%"
"Jan 13, 2020","23,955.0","23,712.5","23,957.5","23,697.5","-","1.01%"
"Jan 12, 2020","23,715.0","23,727.5","23,750.0","23,715.0","-","-0.36%"
"Jan 10, 2020","23,800.0","23,710.0","23,880.0","23,690.0","63.98K","0.42%"
"Jan 09, 2020","23,700.0","23,210.0","23,750.0","23,210.0","87.67K","2.38%"
"Jan 08, 2020","23,150.0","23,450.0","23,500.0","22,910.0","162.88K","-1.41%"
"Jan 07, 2020","23,480.0","23,150.0","23,550.0","23,020.0","81.68K","1.65%"
"Jan 06, 2020","23,100.0","23,640.0","23,660.0","23,100.0","75.93K","-0.75%"
"Jan 03, 2020","23,275.0","23,687.5","23,690.0","23,142.5","-","-1.76%"
"Jan 02, 2020","23,692.5","23,532.5","23,767.5","23,477.5","-","0.77%"
"Jan 01, 2020","23,512.5","23,417.5","23,527.5","23,417.5","-","0.30%"
"Dec 31, 2019","23,442.5","23,420.0","23,442.5","23,287.5","-","-0.84%"
"Dec 30, 2019","23,640.0","23,840.0","23,860.0","23,620.0","39.71K","-0.84%"
"Dec 27, 2019","23,840.0","23,850.0","23,930.0","23,820.0","35.64K","0.04%"
"Dec 26, 2019","23,830.0","23,700.0","23,870.0","23,680.0","19.88K","0.51%"
"Dec 25, 2019","23,710.0","23,770.0","23,770.0","23,710.0","9.15K","-0.21%"
"Dec 24, 2019","23,760.0","23,740.0","23,800.0","23,730.0","20.19K","0.04%"
"Dec 23, 2019","23,750.0","23,710.0","23,870.0","23,710.0","36.72K","0.13%"
"Dec 20, 2019","23,720.0","23,830.0","23,850.0","23,680.0","42.00K","-0.46%"
"Dec 19, 2019","23,830.0","23,830.0","23,880.0","23,750.0","36.85K","0.08%"
"Dec 18, 2019","23,810.0","24,010.0","24,030.0","23,810.0","46.03K","-0.83%"
"Dec 17, 2019","24,010.0","23,930.0","24,110.0","23,920.0","47.29K","0.29%"
"Dec 16, 2019","23,940.0","23,970.0","24,040.0","23,730.0","88.48K","-0.08%"
"Dec 13, 2019","23,960.0","23,410.0","24,030.0","23,350.0","119.77K","2.09%"
"Dec 12, 2019","23,470.0","23,380.0","23,480.0","23,320.0","42.61K","0.43%"
"Dec 11, 2019","23,370.0","23,440.0","23,480.0","23,270.0","100.60K","-0.34%"
"Dec 10, 2019","23,450.0","23,450.0","23,470.0","23,330.0","99.17K","0.04%"
"Dec 09, 2019","23,440.0","23,420.0","23,560.0","23,340.0","81.40K","0.09%"
"Dec 06, 2019","23,420.0","23,360.0","23,440.0","23,250.0","69.67K","0.47%"
"Dec 05, 2019","23,310.0","23,050.0","23,380.0","22,960.0","77.72K","0.91%"
"Dec 04, 2019","23,100.0","23,320.0","23,320.0","22,900.0","104.32K","-0.99%"
"Dec 03, 2019","23,330.0","23,530.0","23,590.0","23,060.0","97.24K","-0.98%"
"Dec 02, 2019","23,560.0","23,320.0","23,570.0","23,290.0","49.41K","1.16%"
"Nov 29, 2019","23,290.0","23,430.0","23,490.0","23,280.0","41.84K","-0.51%"
"Nov 28, 2019","23,410.0","23,500.0","23,590.0","23,370.0","40.18K","-0.30%"
"Nov 27, 2019","23,480.0","23,380.0","23,510.0","23,310.0","42.93K","0.43%"
"Nov 26, 2019","23,380.0","23,310.0","23,620.0","23,290.0","68.57K","0.21%"
"Nov 25, 2019","23,330.0","23,110.0","23,340.0","23,080.0","48.17K","0.86%"
"Nov 22, 2019","23,130.0","23,070.0","23,210.0","22,980.0","54.68K","0.35%"
"Nov 21, 2019","23,050.0","23,160.0","23,220.0","22,720.0","106.36K","-0.39%"
"Nov 20, 2019","23,140.0","23,310.0","23,410.0","23,020.0","65.18K","-0.64%"
"Nov 19, 2019","23,290.0","23,450.0","23,490.0","23,240.0","53.46K","-0.47%"
"Nov 18, 2019","23,400.0","23,320.0","23,430.0","23,250.0","41.76K","0.26%"
"Nov 15, 2019","23,340.0","23,120.0","23,400.0","23,000.0","62.40K","0.95%"
"Nov 14, 2019","23,120.0","23,340.0","23,380.0","23,050.0","74.05K","-0.77%"
"Nov 13, 2019","23,300.0","23,540.0","23,580.0","23,260.0","53.33K","-1.06%"
"Nov 12, 2019","23,550.0","23,250.0","23,550.0","23,220.0","51.34K","1.07%"
"Nov 11, 2019","23,300.0","23,400.0","23,490.0","23,300.0","48.84K","-0.34%"
"Nov 08, 2019","23,380.0","23,480.0","23,640.0","23,300.0","91.02K","0.09%"
"Nov 07, 2019","23,360.0","23,310.0","23,370.0","23,250.0","45.72K","0.26%"
"Nov 06, 2019","23,300.0","23,290.0","23,380.0","23,240.0","47.47K","-0.09%"
"Nov 05, 2019","23,320.0","22,840.0","23,330.0","22,770.0","68.10K","0.51%"
"Nov 04, 2019","23,202.5","22,960.0","23,220.0","22,947.5","-","1.05%"
"Nov 03, 2019","22,962.5","22,967.5","22,982.5","22,962.5","-","0.49%"
"Nov 01, 2019","22,850.0","22,940.0","22,950.0","22,650.0","66.66K","-0.44%"
"Oct 31, 2019","22,950.0","22,850.0","22,990.0","22,760.0","53.21K","0.48%"
"Oct 30, 2019","22,840.0","22,960.0","22,970.0","22,810.0","47.84K","-0.57%"
"Oct 29, 2019","22,970.0","22,860.0","22,990.0","22,830.0","43.75K","0.53%"
"Oct 28, 2019","22,850.0","22,790.0","22,890.0","22,720.0","34.83K","0.35%"
"Oct 25, 2019","22,770.0","22,850.0","22,870.0","22,710.0","51.29K","-0.04%"
"Oct 24, 2019","22,780.0","22,650.0","22,800.0","22,610.0","45.99K","0.57%"
"Oct 23, 2019","22,650.0","22,580.0","22,720.0","22,480.0","58.37K","-0.13%"
"Oct 22, 2019","22,680.0","22,677.5","22,802.5","22,617.5","-","0.49%"
"Oct 21, 2019","22,570.0","22,500.0","22,570.0","22,400.0","41.16K","0.49%"
"Oct 18, 2019","22,460.0","22,490.0","22,690.0","22,440.0","68.37K","0.00%"
"Oct 17, 2019","22,460.0","22,450.0","22,580.0","22,410.0","54.91K","-0.13%"
"Oct 16, 2019","22,490.0","22,260.0","22,610.0","22,200.0","98.64K","1.31%"
"Oct 15, 2019","22,200.0","21,810.0","22,240.0","21,800.0","82.26K","0.51%"
"Oct 14, 2019","22,087.5","22,100.0","22,107.5","21,877.5","-","-0.02%"
"Oct 13, 2019","22,092.5","22,055.0","22,107.5","22,042.5","-","1.34%"
"Oct 11, 2019","21,800.0","21,530.0","21,810.0","21,450.0","66.62K","1.30%"
"Oct 10, 2019","21,520.0","21,460.0","21,610.0","21,300.0","89.31K","0.37%"
"Oct 09, 2019","21,440.0","21,590.0","21,600.0","21,320.0","65.43K","-0.83%"
"Oct 08, 2019","21,620.0","21,400.0","21,630.0","21,340.0","55.27K","1.12%"
"Oct 07, 2019","21,380.0","21,310.0","21,540.0","21,270.0","54.55K","0.28%"
"Oct 04, 2019","21,320.0","21,340.0","21,410.0","21,040.0","79.01K","0.24%"
"Oct 03, 2019","21,270.0","21,640.0","21,640.0","21,270.0","96.03K","-2.03%"
"Oct 02, 2019","21,710.0","21,970.0","22,030.0","21,660.0","61.66K","-1.18%"
"Oct 01, 2019","21,970.0","21,730.0","21,970.0","21,680.0","57.37K","0.97%"
"Sep 30, 2019","21,760.0","21,820.0","21,920.0","21,650.0","70.38K","-0.23%"
"Sep 27, 2019","21,810.0","21,880.0","21,990.0","21,720.0","75.37K","-0.23%"
"Sep 26, 2019","21,860.0","21,800.0","22,020.0","21,660.0","72.01K","0.28%"
"Sep 25, 2019","21,800.0","21,930.0","21,980.0","21,650.0","68.45K","-0.64%"
"Sep 24, 2019","21,940.0","21,930.0","22,020.0","21,780.0","50.85K","0.16%"
"Sep 23, 2019","21,905.0","21,897.5","21,957.5","21,687.5","-","0.01%"
"Sep 22, 2019","21,902.5","21,870.0","21,937.5","21,865.0","-","-0.03%"
"Sep 20, 2019","21,910.0","21,890.0","22,040.0","21,860.0","48.99K","0.18%"
"Sep 19, 2019","21,870.0","21,810.0","22,100.0","21,750.0","72.51K","0.32%"
"Sep 18, 2019","21,800.0","21,820.0","21,870.0","21,720.0","44.96K","-0.05%"
"Sep 17, 2019","21,810.0","21,850.0","21,920.0","21,700.0","61.60K","0.22%"
"Sep 16, 2019","21,762.5","21,697.5","21,847.5","21,622.5","-","0.31%"
"Sep 15, 2019","21,695.0","21,697.5","21,742.5","21,627.5","-","-0.48%"
"Sep 13, 2019","21,800.0","21,600.0","21,840.0","21,510.0","83.54K","-0.09%"
"Sep 12, 2019","21,820.0","21,570.0","21,830.0","21,538.0","59.37K","1.21%"
"Sep 11, 2019","21,560.0","21,350.0","21,620.0","21,290.0","103.59K","0.98%"
"Sep 10, 2019","21,350.0","21,340.0","21,440.0","21,280.0","85.58K","0.09%"
"Sep 09, 2019","21,330.0","21,230.0","21,340.0","21,140.0","74.52K","0.61%"
"Sep 06, 2019","21,200.0","21,050.0","21,260.0","21,020.0","70.84K","0.62%"
"Sep 05, 2019","21,070.0","20,740.0","21,170.0","20,730.0","84.01K","1.79%"
"Sep 04, 2019","20,700.0","20,590.0","20,700.0","20,520.0","54.84K","0.19%"
"Sep 03, 2019","20,660.0","20,620.0","20,660.0","20,520.0","34.32K","0.34%"
"Sep 02, 2019","20,590.0","20,720.0","20,790.0","20,580.0","40.44K","-0.48%"
"Aug 30, 2019","20,690.0","20,530.0","20,740.0","20,530.0","57.04K","1.12%"
"Aug 29, 2019","20,460.0","20,440.0","20,530.0","20,310.0","53.14K","-0.10%"
"Aug 28, 2019","20,480.0","20,390.0","20,550.0","20,380.0","45.74K","0.29%"
"Aug 27, 2019","20,420.0","20,420.0","20,600.0","20,410.0","71.50K","0.59%"
"Aug 26, 2019","20,300.0","20,700.0","20,700.0","20,070.0","125.63K","-2.03%"
"Aug 23, 2019","20,720.0","20,620.0","20,720.0","20,530.0","44.79K","0.48%"
"Aug 22, 2019","20,620.0","20,620.0","20,720.0","20,560.0","37.25K","0.24%"
"Aug 21, 2019","20,570.0","20,630.0","20,660.0","20,460.0","41.61K","-0.44%"
"Aug 20, 2019","20,660.0","20,600.0","20,680.0","20,560.0","32.66K","0.39%"
"Aug 19, 2019","20,580.0","20,420.0","20,620.0","20,410.0","51.34K","0.93%"
"Aug 16, 2019","20,390.0","20,400.0","20,490.0","20,140.0","88.77K","0.05%"
"Aug 15, 2019","20,380.0","20,540.0","20,610.0","20,090.0","98.04K","-0.97%"
"Aug 14, 2019","20,580.0","20,310.0","20,750.0","20,210.0","93.47K","1.13%"
"Aug 13, 2019","20,350.0","20,630.0","20,680.0","20,310.0","76.45K","-0.11%"
"Aug 12, 2019","20,373.0","20,403.0","20,578.0","20,207.5","-","-0.12%"
"Aug 11, 2019","20,398.0","20,505.0","20,535.0","20,387.5","-","-1.22%"
"Aug 09, 2019","20,650.0","20,560.0","20,790.0","20,510.0","65.92K","0.44%"
"Aug 08, 2019","20,560.0","20,490.0","20,660.0","20,200.0","96.99K","0.44%"
"Aug 07, 2019","20,470.0","20,570.0","20,650.0","20,340.0","101.62K","-0.29%"
"Aug 06, 2019","20,530.0","20,600.0","20,630.0","19,960.0","164.31K","-0.29%"
"Aug 05, 2019","20,590.0","20,970.0","21,050.0","20,480.0","138.53K","-2.00%"
"Aug 02, 2019","21,010.0","21,490.0","21,570.0","20,920.0","126.10K","-2.28%"
"Aug 01, 2019","21,500.0","21,530.0","21,540.0","21,240.0","74.35K","-0.23%"
"Jul 31, 2019","21,550.0","21,630.0","21,630.0","21,440.0","61.95K","-0.51%"
"Jul 30, 2019","21,660.0","21,570.0","21,770.0","21,550.0","41.78K","0.42%"
"Jul 29, 2019","21,570.0","21,620.0","21,670.0","21,490.0","37.17K","-0.14%"
"Jul 26, 2019","21,600.0","21,740.0","21,760.0","21,560.0","49.22K","-0.69%"
"Jul 25, 2019","21,750.0","21,660.0","21,800.0","21,600.0","42.49K","0.37%"
"Jul 24, 2019","21,670.0","21,600.0","21,720.0","21,580.0","41.80K","0.32%"
"Jul 23, 2019","21,600.0","21,360.0","21,660.0","21,340.0","54.30K","1.12%"
"Jul 22, 2019","21,360.0","21,370.0","21,430.0","21,260.0","58.22K","-0.09%"
"Jul 19, 2019","21,380.0","21,010.0","21,450.0","21,010.0","72.78K","1.76%"
"Jul 18, 2019","21,010.0","21,430.0","21,460.0","20,960.0","69.10K","-1.91%"
"Jul 17, 2019","21,420.0","21,500.0","21,520.0","21,350.0","40.17K","-0.37%"
"Jul 16, 2019","21,500.0","21,620.0","21,640.0","21,480.0","37.56K","-0.48%"
"Jul 15, 2019","21,603.0","21,550.0","21,678.0","21,507.5","-","0.26%"
"Jul 14, 2019","21,548.0","21,585.0","21,593.0","21,540.0","-","-0.38%"
"Jul 12, 2019","21,630.0","21,600.0","21,690.0","21,530.0","49.02K","0.14%"
"Jul 11, 2019","21,600.0","21,490.0","21,630.0","21,460.0","50.21K","0.47%"
"Jul 10, 2019","21,500.0","21,500.0","21,570.0","21,440.0","40.54K","-0.05%"
"Jul 09, 2019","21,510.0","21,550.0","21,660.0","21,480.0","44.52K","-0.09%"
"Jul 08, 2019","21,530.0","21,670.0","21,690.0","21,460.0","59.52K","-0.78%"
"Jul 05, 2019","21,700.0","21,670.0","21,700.0","21,610.0","28.69K","0.14%"
"Jul 04, 2019","21,670.0","21,620.0","21,720.0","21,610.0","30.02K","0.37%"
"Jul 03, 2019","21,590.0","21,700.0","21,730.0","21,520.0","50.19K","-0.60%"
"Jul 02, 2019","21,720.0","21,770.0","21,780.0","21,630.0","49.77K","-0.23%"
"Jul 01, 2019","21,770.0","21,240.0","21,770.0","21,220.0","65.67K","2.40%"
"Jun 28, 2019","21,260.0","21,270.0","21,290.0","21,150.0","52.40K","0.00%"
"Jun 27, 2019","21,260.0","21,030.0","21,300.0","21,030.0","60.87K","1.00%"
"Jun 26, 2019","21,050.0","21,090.0","21,140.0","21,000.0","44.60K","-0.14%"
"Jun 25, 2019","21,080.0","21,260.0","21,270.0","21,040.0","53.60K","-0.71%"
"Jun 24, 2019","21,230.0","21,260.0","21,350.0","21,120.0","53.71K","0.19%"
"Jun 21, 2019","21,190.0","21,450.0","21,570.0","21,150.0","74.70K","-0.98%"
"Jun 20, 2019","21,400.0","21,250.0","21,430.0","21,200.0","60.08K","0.61%"
"Jun 19, 2019","21,270.0","20,870.0","21,300.0","20,840.0","70.72K","1.72%"
"Jun 18, 2019","20,910.0","21,080.0","21,120.0","20,860.0","45.24K","-0.76%"
"Jun 17, 2019","21,070.0","20,970.0","21,130.0","20,920.0","42.70K","0.19%"
"Jun 14, 2019","21,030.0","20,950.0","21,060.0","20,910.0","49.22K","0.05%"
"Jun 13, 2019","21,020.0","21,140.0","21,160.0","20,930.0","54.61K","-0.47%"
"Jun 12, 2019","21,120.0","21,240.0","21,330.0","21,120.0","105.13K","-0.42%"
"Jun 11, 2019","21,210.0","21,160.0","21,230.0","21,070.0","109.31K","0.28%"
"Jun 10, 2019","21,150.0","20,930.0","21,170.0","20,870.0","113.94K","1.10%"
"Jun 07, 2019","20,920.0","20,800.0","20,920.0","20,740.0","78.20K","0.87%"
"Jun 06, 2019","20,740.0","20,730.0","20,870.0","20,640.0","65.81K","0.05%"
"Jun 05, 2019","20,730.0","20,400.0","20,800.0","20,390.0","81.71K","1.82%"
"Jun 04, 2019","20,360.0","20,340.0","20,520.0","20,280.0","77.18K","0.00%"
"Jun 03, 2019","20,360.0","20,520.0","20,550.0","20,280.0","99.73K","-0.88%"
"May 31, 2019","20,540.0","20,950.0","20,990.0","20,540.0","98.25K","-1.86%"
"May 30, 2019","20,930.0","20,900.0","20,950.0","20,720.0","86.02K","-0.10%"
"May 29, 2019","20,950.0","21,180.0","21,220.0","20,880.0","82.50K","-1.32%"
"May 28, 2019","21,230.0","21,230.0","21,290.0","21,180.0","35.03K","0.14%"
"May 27, 2019","21,200.0","21,110.0","21,230.0","21,040.0","55.39K","0.47%"
"May 24, 2019","21,100.0","21,070.0","21,120.0","20,810.0","81.35K","0.00%"
"May 23, 2019","21,100.0","21,280.0","21,340.0","21,070.0","66.29K","-0.85%"
"May 22, 2019","21,280.0","21,210.0","21,400.0","21,210.0","60.37K","0.14%"
"May 21, 2019","21,250.0","21,290.0","21,330.0","21,050.0","81.57K","-0.28%"
"May 20, 2019","21,310.0","21,280.0","21,430.0","21,130.0","74.84K","0.19%"
"May 17, 2019","21,270.0","21,020.0","21,390.0","21,000.0","82.89K","1.05%"
"May 16, 2019","21,050.0","21,100.0","21,180.0","20,870.0","80.97K","-0.52%"
"May 15, 2019","21,160.0","21,070.0","21,190.0","20,960.0","78.51K","0.62%"
"May 14, 2019","21,030.0","21,120.0","21,140.0","20,750.0","96.76K","-0.66%"
"May 13, 2019","21,170.0","21,330.0","21,510.0","21,070.0","80.43K","-0.66%"
"May 10, 2019","21,310.0","21,330.0","21,590.0","21,060.0","147.35K","-0.33%"
"May 09, 2019","21,380.0","21,590.0","21,670.0","21,300.0","96.56K","-0.93%"
"May 08, 2019","21,580.0","22,000.0","22,020.0","21,510.0","103.19K","-1.64%"
"May 07, 2019","21,940.0","22,220.0","22,350.0","21,870.0","70.00K","-0.85%"
"May 06, 2019","22,128.0","22,038.0","22,227.5","21,912.5","-","0.43%"
"May 05, 2019","22,032.5","22,168.0","22,183.0","21,920.0","-","-2.00%"
"May 03, 2019","22,482.5","22,278.0","22,487.5","22,212.5","-","0.90%"
"May 02, 2019","22,283.0","22,198.0","22,363.0","22,172.5","-","0.42%"
"May 01, 2019","22,190.0","22,413.0","22,478.0","22,153.0","-","-0.97%"
"Apr 30, 2019","22,408.0","22,380.0","22,426.0","22,263.0","-","0.14%"
"Apr 29, 2019","22,377.5","22,360.0","22,453.0","22,347.0","-","0.09%"
"Apr 28, 2019","22,358.0","22,338.0","22,372.5","22,332.5","-","0.49%"
"Apr 26, 2019","22,250.0","22,260.0","22,310.0","22,060.0","63.09K","-0.45%"
"Apr 25, 2019","22,350.0","22,150.0","22,360.0","22,130.0","55.61K","0.81%"
"Apr 24, 2019","22,170.0","22,230.0","22,370.0","22,120.0","52.54K","-0.31%"
"Apr 23, 2019","22,240.0","22,210.0","22,270.0","22,110.0","43.02K","0.00%"
"Apr 22, 2019","22,240.0","22,190.0","22,280.0","22,090.0","33.60K","0.18%"
"Apr 19, 2019","22,200.0","22,120.0","22,270.0","22,050.0","42.78K","0.41%"
"Apr 18, 2019","22,110.0","22,280.0","22,350.0","22,040.0","64.26K","-0.72%"
"Apr 17, 2019","22,270.0","22,220.0","22,340.0","22,170.0","56.86K","0.23%"
"Apr 16, 2019","22,220.0","22,160.0","22,260.0","22,110.0","53.01K","0.18%"
"Apr 15, 2019","22,180.0","21,830.0","22,230.0","21,830.0","65.25K","1.46%"
"Apr 12, 2019","21,860.0","21,690.0","21,870.0","21,620.0","62.44K","0.88%"
"Apr 11, 2019","21,670.0","21,710.0","21,730.0","21,600.0","48.22K","-0.14%"
"Apr 10, 2019","21,700.0","21,740.0","21,770.0","21,540.0","46.22K","-0.18%"
"Apr 09, 2019","21,740.0","21,790.0","21,810.0","21,690.0","39.09K","-0.14%"
"Apr 08, 2019","21,770.0","21,800.0","21,970.0","21,730.0","50.33K","-0.09%"
"Apr 05, 2019","21,790.0","21,710.0","21,830.0","21,680.0","50.92K","0.41%"
"Apr 04, 2019","21,700.0","21,750.0","21,830.0","21,650.0","59.29K","-0.09%"
"Apr 03, 2019","21,720.0","21,470.0","21,730.0","21,470.0","65.97K","1.16%"
"Apr 02, 2019","21,470.0","21,480.0","21,750.0","21,470.0","62.59K","0.09%"
"Apr 01, 2019","21,450.0","21,200.0","21,680.0","21,160.0","79.45K","1.13%"
"Mar 29, 2019","21,210.0","21,070.0","21,280.0","21,050.0","69.56K","0.71%"
"Mar 28, 2019","21,060.0","21,360.0","21,380.0","20,960.0","83.17K","-1.50%"
"Mar 27, 2019","21,380.0","21,150.0","21,380.0","21,130.0","77.96K","1.09%"
"Mar 26, 2019","21,150.0","20,760.0","21,270.0","20,750.0","92.53K","1.98%"
"Mar 25, 2019","20,740.0","21,350.0","21,410.0","20,680.0","102.66K","-2.81%"
"Mar 22, 2019","21,340.0","21,440.0","21,490.0","21,250.0","65.27K","-0.39%"
"Mar 21, 2019","21,423.0","21,268.0","21,438.0","21,132.5","-","-0.03%"
"Mar 20, 2019","21,430.0","21,390.0","21,500.0","21,310.0","44.94K","0.28%"
"Mar 19, 2019","21,370.0","21,410.0","21,430.0","21,240.0","46.95K","-0.19%"
"Mar 18, 2019","21,410.0","21,260.0","21,450.0","21,210.0","44.24K","0.80%"
"Mar 15, 2019","21,240.0","21,120.0","21,370.0","21,090.0","71.94K","0.57%"
"Mar 14, 2019","21,120.0","21,050.0","21,340.0","21,040.0","57.58K","0.33%"
"Mar 13, 2019","21,050.0","21,330.0","21,350.0","20,980.0","67.82K","-1.31%"
"Mar 12, 2019","21,330.0","20,960.0","21,390.0","20,890.0","58.54K","1.91%"
"Mar 11, 2019","20,930.0","20,760.0","20,960.0","20,640.0","73.68K","0.77%"
"Mar 08, 2019","20,770.0","21,200.0","21,310.0","20,770.0","79.30K","-3.03%"
"Mar 07, 2019","21,420.0","21,590.0","21,640.0","21,400.0","52.14K","-0.79%"
"Mar 06, 2019","21,590.0","21,760.0","21,840.0","21,550.0","135.24K","-0.74%"
