date,a005930,a000660,a005490,a035420,a017670,a055550,a105560,a066570,a006800,a009150,a015760
2008-11-12,0.02103126938491151,0.028987536873252395,-0.0043321367391353505,0.006522814678090683,0.01578386770126272,-0.025980954390734112,-0.018505012068020577,-0.00812413903709519,-0.02628728461822938,-0.0012763243596047857,0.007490671729156517
2008-11-13,-0.013619906715270247,-0.06899287148694988,-0.0704410976633163,0.020113814477779712,0.015538603427778241,-0.06647184348535795,-0.052778985444090765,-0.03438198789467428,-0.11977013275986792,-0.029814262710425865,0.023964280438729446
2008-11-14,-0.01916991610771923,-0.0020429016298013636,-0.010929070532190721,0.01580474927974329,-0.02227263560912185,0.0,0.05430769684724979,-0.038103561103445927,0.041175433073204815,-0.005277057100842697,-0.03522143496336305
2008-11-17,-0.0316793285389636,-0.0687737894398488,-0.03028119811447283,-0.06062768442065902,0.02447285651872555,0.0,0.007766598454079343,-0.048793369754843496,0.023745407900802817,0.006591981682152692,-0.0209731233802799
2008-11-18,-0.03501204595970897,-0.11846782647955578,-0.029558802241544058,-0.09521907133963481,-0.04725288485054513,-0.06455154459933787,-0.07363199213589589,-0.054064229390238694,-0.057920699484034444,-0.044332309665000125,-0.0077369825021520455
2008-11-19,0.006872879287762146,-0.07686240235127784,-0.01511363781004782,-0.053669622760008195,-0.02331107886844741,-0.025323150992029753,-0.042423661730122575,0.015161742272201906,-0.035501266242640384,-0.08302333581167431,-0.01171888411321298
2008-11-20,-0.03484673133016791,-0.16150119738659896,-0.05387923367690384,-0.0942442828176091,0.0,-0.10249917029696931,-0.16140557813296041,-0.04333830381862214,-0.1618745333226581,-0.10370351445019743,-0.06703016231910297
2008-11-21,0.04393770303141942,0.041385216162852956,0.07398041299799196,0.13314540040183154,-0.0023612761856810494,0.07651805964419545,0.01817105541191033,0.10435724984134076,0.0881072675102672,0.10220986219341377,0.0431721718652085
2008-11-24,-0.004535155165390492,-0.12967782330853161,-0.013355791181556498,-0.0773342255720415,-0.02392458608524528,-0.0898669527905831,-0.092102724323599,-0.04879016416943216,-0.09539803506910793,-0.027274417919658234,-0.034803922194692305
2008-11-25,0.025800645944732636,0.0017079423451562548,0.0666371577944922,0.06328781782215565,0.04959694113937374,-0.017428931923213042,0.05129778170079291,0.002706511083500729,0.01697508248748747,0.0045977092486282345,0.04680406619780264
2008-11-26,0.0465200156348935,0.03520900148248529,0.03704127168034965,0.03429735148864488,0.013730192811900466,0.13498530242306117,0.1397359937201319,-0.004062518541768867,0.13869315298729212,0.009132483563272231,0.07467583133990807
2008-11-27,0.025053502445549825,0.13538305450529364,0.04154900291287156,0.06100479105493939,-0.016036998909816802,0.011877127954875277,0.08339050569662909,0.042399216446851185,0.023818989464238882,0.009049835519919114,0.01100928550836855
2008-11-28,0.002059732963010319,0.06408877973129457,-0.011696039763190669,0.036640300867649245,0.00460830308619542,0.028270433938255124,0.00662828103566504,0.017992436341192075,0.06898517944552296,0.033951600473269394,0.016289952979269273
2008-12-01,-0.01974090080623725,0.025317807984290397,-0.0193027522545286,-0.0719230031113618,-0.016222835506887634,-0.033343368089449044,-0.040515720775472275,0.011405292247465226,0.09093432046273797,-0.013148472843505843,-0.04029849303127797
2008-12-02,-0.048370525052908064,-0.05406722127027663,-0.04759148257550194,-0.054054886631526244,-0.021252275659659148,0.01681065013185723,-0.03511273979220597,-0.03983019290230594,0.008615678906608082,-0.03593200922606421,-0.059690478824638404
2008-12-03,-0.0290523225945023,-0.015395685477972876,-0.0031496089028966168,-0.04254942504936565,0.011862535309820288,0.05355163011166475,0.04539659926775386,-0.034670412037726805,0.04638264112739776,-0.012270092591814219,0.007905179507114113
